0,2.03073
1,4.35323
2,5.77204
3,4.72905
4,4.83916
5,3.57145
6,2.76553
7,6.17
8,6.56798
9,5.5068
10,4.39658
11,2.92164
12,2.39253
13,2.95372
14,5.36967
15,4.16077
16,2.94479
17,5.61998
18,4.72319
19,1.42371
20,0.415748
21,3.41512
22,3.1681
23,0.733783
24,3.36997
25,2.77853
26,1.25436
27,2.59423
28,3.33448
29,4.01119
30,2.82406
31,3.74295
32,3.14493
33,2.89892
34,2.7598
35,3.57841
36,3.07007
37,2.19203
38,2.93151
39,3.00473
40,2.43113
41,3.46813
42,2.75299
43,2.13994
44,2.84588
45,3.00399
46,2.75091
47,2.78618
48,2.71223
49,2.42547
50,2.86919
51,3.22281
52,2.67429
53,2.71524
54,2.66525
55,2.71494
56,3.07094
57,2.71971
58,2.60296
59,2.74546
60,2.80134
61,2.74212
62,3.03131
63,2.74959
64,2.44474
65,2.95209
66,2.86904
67,3.00606
68,2.85185
69,2.45978
70,2.66098
71,2.98333
72,2.89515
73,2.78173
74,2.66764
75,2.49041
76,2.86806
77,2.95952
78,2.75031
79,2.65426
80,2.74267
81,2.5908
82,2.9378
83,2.97726
84,2.64793
85,2.72862
86,2.85759
87,2.81602
88,2.9733
89,2.69989
90,2.10694
91,0.0366158
92,-1.72829
93,-1.69692
94,-1.63252
95,-1.79935
96,-0.889748
97,-1.31216
98,-2.14075
99,-1.08409
100,0.304434
101,0.402324
102,-1.46486
103,-0.445028
104,0.294544
105,0.469149
106,-2.28987
107,-1.00236
108,0.990143
109,2.0863
110,2.37349
111,-0.644245
112,1.18605
113,1.47545
114,1.03978
115,1.24216
116,2.53772
117,1.72159
118,0.752049
119,0.491782
120,1.047
121,1.43565
122,1.04466
123,0.840013
124,1.24587
125,1.36086
126,1.36547
127,1.39309
128,1.72915
129,1.63961
130,0.975687
131,1.67689
132,1.78149
133,1.31565
134,1.71743
135,1.29151
136,1.40464
137,1.70085
138,1.47748
139,1.55683
140,1.44572
141,1.3813
142,1.39124
143,1.59824
144,1.64111
145,1.34101
146,1.54402
147,1.42085
148,1.51842
149,1.59787
150,1.39452
151,1.46933
152,1.62035
153,1.55455
154,1.36317
155,1.65624
156,1.52038
157,1.33482
158,1.66796
159,1.64592
160,1.5329
161,1.59219
162,1.442
163,1.50413
164,1.51977
165,1.45475
166,1.46948
167,1.54742
168,1.49605
169,1.4394
170,1.60625
171,1.52555
172,1.5941
173,1.58586
174,1.50852
175,1.59793
176,1.46902
177,1.46517
178,1.42269
179,1.49799
